Town,Box code,Street code,City
MORGENZON HEIGHTS,,7560,BRACKENFELL
MORIA CITY,0728,,BOYNE
MORIPE,0496,,-
MORNING GLORY,,8801,UPINGTON
MORNING HILL,,2007,JOHANNESBURG
MORNINGSIDE,2057,2196,-
MORNINGSIDE,,4449,STANGER
MORNINGSIDE,,5247,EAST LONDON
MORNINGSIDE,,6025,PORT ELIZABETH
MORNINGSIDE,,7945,TOKAI
MORNINGSIDE,,7130,SOMERSET WEST
MORNINGSIDE,,4001,DURBAN
MORNINGSIDE EXT 2,,2196,-
MORNINGSIDE UIT 2,,2196,-
MORNINGSIDE EXT 3,,2196,-
MORNINGSIDE UIT 3,,2196,-
MORNINGSIDE EXT 8,,2196,-
MORNINGSIDE UIT 8,,2196,-
MORNINGSIDE HILLS,2057,2196,-
MORNINGSIDE MANOR,2057,2196,-
MORNINGSTAR,,7806,CONSTANTIA
MORNINGSTAR,,7550,DURBANVILLE
MOROJANENG,9940,9940,DEWETSDORP
MOROKA,9780,9783,GA-RAPULANA
MOROKA,1860,1818,TSHIAWELO
MOROKA EXT 3,,1818,TSHIAWELO
MOROKA UIT 3,,1818,TSHIAWELO
MOROKA NORTH,,1818,TSHIAWELO
MOROKA-NOORD,,1818,TSHIAWELO
MOROKE,1154,,PENGE
MOROKWENG,8614,8614,POMFRET
MOROLONG,0433,,NYLSTROOM
MORRISON,4226,,PORT SHEPSTONE
MORTIMER,5870,,CRADOCK
MORULA,0196,,-
MORULA VIEW,,0190,MABOPANE
MOSCOW,4089,,UMLAZI
MOSEKI,2758,,-
MOSEL,,6229,UITENHAGE
MOSELEKE,,1434,KWENZEKILE
MOSELEY,,4093,QUEENSBURGH
MOSELEY PARK,,3610,PINETOWN
MOSELVILLE,6232,6229,UITENHAGE
MOSENTHAL,0393,,RUSTENBURG
MOSENTHALVILLE,9974,,JAGERSFONTEIN
MOSHEAH'S FORD,9786,,BARKLY EAST
MOSHOESHOE SECTION,,1431,KATLEHONG
MOSSEL BAY,6500,6506,-
MOSSELBAAI,6500,6506,-
MOSSEL BAY EXT 13,,6506,MOSSEL BAY
MOSSELBAAI UIT 13,,6506,MOSSEL BAY
MOSSEL BAY EXT 22,,6506,MOSSEL BAY
MOSSELBAAI UIT 22,,6506,MOSSEL BAY
MOSSEL BAY EXT 23,,6506,MOSSEL BAY
MOSSELBAAI UIT 23,,6506,MOSSEL BAY
MOSSEL BAY EXT 26,,6506,MOSSEL BAY
MOSSELBAAI UIT 26,,6506,MOSSEL BAY
MOSSEL BAY EXT 3,,6506,MOSSEL BAY
MOSSELBAAI UIT 3,,6506,MOSSEL BAY
MOSSEL BAY EXT 4,,6506,MOSSEL BAY
MOSSELBAAI UIT 4,,6506,MOSSEL BAY
MOSSEL BAY EXT 6,,6506,MOSSEL BAY
MOSSELBAAI UIT 6,,6506,MOSSEL BAY
MOSSEL BAY EXT 8,,6506,MOSSEL BAY
MOSSELBAAI UIT 8,,6506,MOSSEL BAY
MOSTERTSDRIFT,,7600,STELLENBOSCH
MOSTYN PARK,2040,,JOHANNESBURG
MOTALA HEIGHTS,,3610,PINETOWN
MOTALABAD,,3610,
MOTETEMA,0473,,GROBLERSDAL
MOTETI,0477,,GROBLERSDAL
MOTHERWELL,6213,6211,PORT ELIZABETH
MOTHERWELL EXT,6211,,MOTHERWELL
MOTHERWELL UIT,6211,,MOTHERWELL
MOTHERWELL NU 1,,6211,
MOTHERWELL NU 10,,6211,
MOTHERWELL NU 11,,6211,
MOTHERWELL NU 11A,,6211,
MOTHERWELL NU 11B,,6211,
MOTHERWELL NU 12,6214,,
MOTHERWELL NU 12B,,6211,
MOTHERWELL NU 2,,6211,
MOTHERWELL NU 3,,6211,
MOTHERWELL NU 4A,,6211,
MOTHERWELL NU 4B,,6211,
MOTHERWELL NU 5,,6211,
MOTHERWELL NU 6,,6211,
MOTHERWELL NU 6B,,6211,
MOTHERWELL NU 7,,6211,
MOTHERWELL NU 8,,6211,
MOTHERWELL NU 9,,6211,
MOTHIBISTAT,8474,8474,VRYBURG
MOTHOTLUNG,0268,0268,BRITS
MOTLHABE,0377,,-
MOTLHABENG,2777,,MMABATHO
MOTLHELE,0910,,POLOKWANE
MOTLOUNG SECTION,,1431,KATLEHONG
MOTORTOWN,2111,,MARSHALLTOWN
MOTSAMAI,,1431,KATLEHONG
MOTSELEOPE,1075,,WITBANK
MOTSETHABONG,9463,9463,WELKOM
MOTSOALEDI,,1804,ORLANDO
MOTSOSENG,2789,,-
MOTSU EXT 5,,1632,TEMBISA
MOTSU UIT 5,,1632,TEMBISA
MOTSWALEDI CAMP,,1804,ORLANDO
MOTSWEDI,2870,,LERATO
MOTSWEDIMOSA,8701,,RITCHIE
MOTSWEDING,8576,,TAUNG STATION
MOUBANE,2845,,MADIKWE
MOUILLE POINT,,8005,CAPE TOWN
MOUNT AYLIFF,4735,4735,-
MOUNT BLEAK,4820,,LUSIKISIKI
MOUNT CROIX,,6001,PORT ELIZABETH
MOUNT EDGECOMBE,4300,4302,PHOENIX
MOUNT FLETCHER,4770,,-
MOUNT FRERE,5090,5090,-
MOUNT MIST,5400,,TSOMO
MOUNT MORELAND,4345,4339,VERULAM
MOUNT MORIAH,4019,4051,DURBAN NORTH
MOUNT PLEASANT,,7200,HERMANUS
MOUNT PLEASANT,,6070,PORT ELIZABETH
MOUNT ROAD TSP,,6001,PORT ELIZABETH
MOUNT ROAD DGD,,6001,PORT ELIZABETH
MOUNT ROYAL GOLF ESTATE,,7300,MALMESBURY
MOUNT ROYAL GOLF LANDGOED,,7300,MALMESBURY
MOUNT VERNON,,4094,DURBAN
MOUNT VERNON,,4339,VERULAM
MOUNT VIEW,7530,,BELLVILLE
MOUNT VIEW,,4339,VERULAM
MOUNT VIEW,,7780,LANSDOWNE
MOUNTAIN HOME,,3304,UMZIMKHULU
MOUNTAIN RISE,,3201,PIETERMARITZBURG
MOUNTAIN SIDE,7151,7140,STRAND
MOUNTAIN VIEW,2470,,VOLKSRUST
MOUNTAIN VIEW,,2192,JOHANNESBURG
MOUNTAIN VIEW,,6229,UITENHAGE
MOUNTAIN VIEW,,7646,PAARL
MOUNTAIN VIEW,,1055,MIDDELBURG
MOUNTAIN VIEW,,5880,CRADOCK
MOUNTAIN VIEW,,0082,HERCULES
MOUNTAIN VIEW VILLAGE,,7945,RETREAT
MOUNTVIEW,,3201,PIETERMARITZBURG
MOWBRAY,7705,7700,CAPE TOWN
MOYAMKHULU,,2519,CARLETONVILLE
MOYANSHE,0390,,RUSTENBURG
MOZI,3988,,MBAZWANA
MOZODO,,1852,MEADOWLANDS
MPAKE,1082,,WITBANK
MPAKO,5080,,MQANDULI
MPAMBA,5160,,LIBODE
MPANDE,3200,,PIETERMARITZBURG
MPARANE,5100,,MTHATHA
MPEKO,5644,,PEDDIE
MPEMBENI,3937,,HLABISA
MPETSHENI,4800,,BIZANA
MPHAHLELE,0736,,POLOKWANE
MPHAMBO,0999,,MALAMULELE
MPHARANGOPE,0468,,MARBLE HALL
MPHE-BATHO,0412,,-
MPHOGODIBA,0732,,POLOKWANE
MPHOPHOMENI,3309,,-
MPHORE,2533,,POTCHEFSTROOM
MPILO,1069,,MIDDELBURG
MPOLA,3605,3610,PINETOWN
MPOLWENI,3225,,PIETERMARITZBURG
MPOPHOMENI,3291,3290,MERRIVALE
MPOTHULA,5331,,COFIMVABA
MPOZOLO,5018,,IDUTYWA
MPUDULLE,1057,,NEBO
MPUKANE,4991,,NQAMAKWE
MPULO,4105,,UMBUMBULU
MPULUZI,2335,,-
MPUMA,3700,,HAMMARSDALE
MPUMALANGA,3701,3699,HAMMARSDALE
MPUMELELO,3200,,PIETERMARITZBURG
MPUMUZA,3200,,PIETERMARITZBURG
MPUNGAMHLOPHE,3835,,MELMOTH
MPUNZI DRIFT,4261,,IZINGOLWENI
MPUSHINI PARK,3815,,ESHOWE
MQANDULI,5080,5080,-
MQEKEZWENI,5106,,MTHATHA
MQELE,5080,,MQANDULI
MQOBISO,,5100,MTHATHA
MQONCI,5006,,IDUTYWA
MQWANGQWENI,5100,,MTHATHA
MSEBE,3952,,-
MSELENI,4810,,FLAGSTAFF
MSELENI,3974,,MBAZWANA
MSENI,4031,,UMLAZI
MSHAYAZAFE,4310,4309,INANDA
MSHAYAZAFE,,1426,TOKOZA
MSHENGUVILLE,2868,,DINOKANA
MSHENGUVILLE,,1801,DUBE
MSHENGUVILLE,,9463,MOTSETHABONG
MSHINXA,5090,,MOUNT FRERE
MSIBI,2384,,PIET RETIEF
MSINDO,0456,,MARBLE HALL
MSINTSANA,5050,,ENGCOBO
MSIZA SECTION,0212,,MABOPANE
MSOBOMVU,5710,,-
MSOBOMVU,4961,4961,BUTTERWORTH
MSOGWABA,1215,,KANYAMAZANE
MSUNDUZI,3231,,PIETERMARITZBURG
MT ELLIAS,3236,,DALTON
MTAKATYI,5160,,LIBODE
MTAMVUNA,4683,,HARDING
MTEBELE,4990,,NQAMAKWE
MTENTU,5100,,MTHATHA
MTHAMBO,4105,,UMBUMBULU
MTHAMBOTHINI,0462,,SIYABUSWA
MTHATHA MALL,5147,,MTHATHA
MTHATHA PLAZA,5148,,MTHATHA
MTINGWEVU,5380,,COFIMVABA
MTOMBE,5163,,LIBODE
MTONTSASA,4810,,FLAGSTAFF
MTOZELO,5180,,QUMBU
MTSHANYANA,5380,,COFIMVABA
MTUBATUBA,3935,3935,-
MTUKUKAZI,5310,,CATHCART
MTUKUKAZI,5136,,TABANKULU
MTUNGWANE,3279,,AMANZIMTOTI
MTUNZINI,3867,,-
MTWAKU,4990,,NQAMAKWE
MTWALUME,4186,,SCOTTBURGH
MUCKLENEUK,,0002,PRETORIA
MUDABULA,0997,,MALAMULELE
MUDEN,3251,,GREYTOWN
MUDIMELI,0991,,-
MUGENA,1366,,THULAMAHASHE
MUGGLETON'S POST,5170,,TSOLO
MUHLAVA,0876,,TZANEEN
MUILA,0946,,-
MUIZENBERG,7950,7945,CAPE TOWN
MUKULA,0978,,-
MULBARTON,2059,2190,JOHANNESBURG
MULBARTON EXT 1,2059,2190,JOHANNESBURG
MULBARTON UIT 1,2059,2190,JOHANNESBURG
MULBARTON EXT 2,2059,2190,JOHANNESBURG
MULBARTON UIT 2,2059,2190,JOHANNESBURG
MULBARTON EXT 3,2059,2190,JOHANNESBURG
MULBARTON UIT 3,2059,2190,JOHANNESBURG
MULBARTON EXT 4,2059,2190,JOHANNESBURG
MULBARTON UIT 4,2059,2190,JOHANNESBURG
MULBARTON SOUTH,2059,2190,JOHANNESBURG
MULBARTON-SUID,2059,2190,JOHANNESBURG
MULBERRY PARK,4147,4093,PINETOWN
MULDERSDRIF,1747,1739,KRUGERSDORP
MULENZHE,0947,,-
MULIMA,0817,0817,-
MULLERRSTUINE,,1911,VANDERBIJLPARK
MUNDELL'S ROAD,5090,,MOUNT FRERE
MUNGOMANI,0992,,-
MUNNIK,0703,,POLOKWANE
MUNNIKVILLE,,5435,DORDRECHT
MUNSIEVILLE,1775,1739,KRUGERSDORP
MUNSIEVILLE EXT 1,,1739,KRUGERSDORP
MUNSIEVILLE UIT 1,,1739,KRUGERSDORP
MUNSTER,4278,,MARGATE
MUNYU,5000,,IDUTYWA
MUNZHEDZI,0948,0948,LOUIS TRICHARDT
MURCHISON,4250,,PORT SHEPSTONE
MURCHISON STREET,2940,,NEWCASTLE
MURDOCH VALLEY,,7975,SIMON'S TOWN
MURDOCHVALLEI,,7975,SIMON'S TOWN
MURHOTSO,1378,,ACORNHOEK
MURRAY HILL,0120,,PYRAMID
MURRAY HEUWEL,0120,,PYRAMID
MURRAYFIELD,,0184,PRETORIA
MURRAYFIELD EXT,,0184,PRETORIA
MURRAYFIELD UIT,,0184,PRETORIA
MURRAYFIELD EXT 1,,0184,PRETORIA
MURRAYFIELD UIT 1,,0184,PRETORIA
MURRAYFIELD EXT 2,,0184,PRETORIA EAST
MURRAYFIELD UIT 2,,0184,PRETORIA EAST
MURRAYSBURG,6995,6995,-
MUSGRAVE,,4001,DURBAN
MUSGRAVE ROAD,4062,,DURBAN
MUSGRAVEWEG,4062,,DURBAN
MUSHUNG,0809,,POLOKWANE
MUSHWELLDALE,,1459,BOKSBURG
MUSINA,0900,0900,-
MUTALE,0956,,-
MUTHATHI,0976,0976,SIBASA
MUTLESTAD,0413,,HAMMANSKRAAL
MUTUALPARK,7451,,MAITLAND
MUVHANGO,,1911,VANDERBIJLPARK
MUWAWENI,0949,0949,LOUIS TRICHARDT
MUZIMUHLE,2627,2619,ORKNEY
MVASINI,5080,,MQANDULI
MVUME SPRINGS,5160,,LIBODE
MVUNYANA,3120,,VRYHEID
MVUTSHINI,3800,,GINGINDLOVU
MVUTSHINI,3855,,NKANDLA
MXOKOZWENI,4810,,FLAGSTAFF
MY DARLING,0791,,POLOKWANE
MYBERG PARK,,7357,LANGEBAAN
MYRA,8606,,TAUNG STATION
MZAMBA,4800,,BIZANA
MZAMOMHLE,5258,,GONUBIE
MZAMOMHLE,,9744,BURGERSDORP
MZIMHLOPHE,1803,1852,MEADOWLANDS
MZIMVUBU,4738,,MOUNT AYLIFF
MZINGIZI,4720,,-
MZINTI,1352,,KWALUGEDLANE
MZINTLAVANA,4820,,LUSIKISIKI
MZIWABANTU,8782,,BRITSTOWN
MZOMHLE,4950,,KOMGA
MZOMUSHA,4310,4309,INANDA
MZONGA,5000,,IDUTYWA
MZONGWANA,4744,,MALUTI
MZONYANE,5140,,NGQELENI
MZOTHO,4682,,NQABENI
N1 CITY,7463,7460,GOODWOOD
N1 STAD,7463,7460,GOODWOOD
NAAS FARM,2952,,OSIZWENI
NAAS PLAAS,2952,,OSIZWENI
NABABEEP,8265,8265,-
NABOOMSPRUIT,0560,0560,-
NAGINA,3604,3610,CHATSWORTH
NAHOON,5210,5241,EAST LONDON
NAHOON DAM,,5201,EAST LONDON
NAHOON VALLEY,,5241,EAST LONDON
NAHOON VALLEY PARK,,5241,EAST LONDON
NAICKERS FARM,4142,,CHATSWORTH
NAIDOO PARK,8315,,BEACONSFIELD
NALEDI,1869,1861,-
NALEDI,0743,,MASHASHANE
NALEDI,9701,9701,BETHLEHEM
NALEDI,,1947,SASOLBURG
NALEDI CAMP,,1861,NALEDI
NALEDI EXT 1,,1861,NALEDI
NALEDI UIT 1,,1861,NALEDI
NALEDI EXT 2,,1861,NALEDI
NALEDI UIT 2,,1861,NALEDI
NALEDI VILLAGE,0743,,MASHASHANE
NAMAHADI,9830,,FRANKFORT
NAMAHADI,9869,,WITSIESHOEK
NAMAKGALE,1391,1391,PHALABORWA
NAMBITI,3380,3370,LADYSMITH
NAMIBIA NORTH,9323,,KAGISANONG
NAMIBIA-NOORD,9323,,KAGISANONG
NAMIBIA SQUARE,9323,,KAGISANONG
NAMIBIAPLEIN,9323,,KAGISANONG
NANASCOL,,1911,VANDERBIJLPARK
NANCEFIELD,0904,,-
NANCEFIELD,1808,1811,PIMVILLE
NANCEFIELD EXT 1,,1811,ELDORADOPARK
NANCEFIELD UIT 1,,1811,ELDORADOPARK
NANCEFIELD HOSTELS,,1811,ELDORADOPARK
NANCEFIELD INDUSTRIAL SITES,,1811,ELDORADOPARK
NAPIER,7270,7270,-
NAPIERVILLE,,3201,PIETERMARITZBURG
NASARET,1052,1055,MIDDELBURG
NASHVILLE,,1809,PIMVILLE
NATAL UNIVERSITY,3296,,PIETERMARITZBURG
NATAL UNIVERSITEIT,3296,,PIETERMARITZBURG
NATAL WITNESS,3293,,PIETERMARITZBURG
NATALSPRUIT,,1431,KATLEHONG
NATURE'S VALLEY,,7130,SOMERSET WEST
NATURENA,2064,2095,JOHANNESBURG
NATURENA EXT 11,2064,2095,JOHANNESBURG
NATURENA UIT 11,2064,2095,JOHANNESBURG
NATURENA EXT 13,,2095,JOHANNESBURG
NATURENA UIT 13,,2095,JOHANNESBURG
NATURENA EXT 15,,2095,JOHANNESBURG
NATURENA UIT 15,,2095,JOHANNESBURG
NATURENA EXT 19,2064,2095,JOHANNESBURG
NATURENA UIT 19,2064,2095,JOHANNESBURG
NATURENA EXT 21,,2095,
NATURENA UIT 21,,2095,
NATURENA EXT 24,,2095,JOHANNESBURG
NATURENA UIT 24,,2095,JOHANNESBURG
NATURENA EXT 26,,2095,JOHANNESBURG
NATURENA UIT 26,,2095,JOHANNESBURG
NAUDEVILLE,,9459,WELKOM
NAVAL VIEW,,9301,BLOEMFONTEIN
NAVALSIG,,9301,BLOEMFONTEIN
NAVORSDORP,,0184,SILVERTON
NAZARETH,3600,3610,PINETOWN
NCALA SECTION,,1431,KATLEHONG
NCALU,3278,,-
NCAMBEDLANA,,5100,MTHATHA
NCANARA,6180,,PORT ELIZABETH
NCANDU,2946,,
NCANDU PARK,,2940,NEWCASTLE
NCERA,5265,,EAST LONDON
NCERANA,4960,,BUTTERWORTH
NCISE,5107,,MTHATHA
NCIZELE,5043,,WILLOWVALE
NCOLOSI,5170,,TSOLO
NCORA,5403,,-
NCOTI,5184,,QUMBU
NCOTSHANE,3151,,-
NCUNCUZO,5380,,COFIMVABA
NCWABAKAZI,3960,,HLUHLUWE
NCWADI,3226,,ELANDSKOP
NDABAKAZI,4962,,-
NDABENI,,7405,MAITLAND
NDAKENI,5091,,MOUNT FRERE
NDEBELE SECTION,,1550,TSAKANE
NDIBELA,5000,,IDUTYWA
NDIDA,3886,,KWADLANGEZWA
NDIKWE,3859,,NKANDLA
NDINDINI,4820,,LUSIKISIKI
NDLAMBE,,6139,PEDDIE
NDLANGUBO,3880,,EMPANGENI
NDLAZI SECTION,,1434,KWENZEKILE
NDOMBENI,3935,,MTUBATUBA
NDONDONDWANE,3271,,KRANSKOP
NDONDOTHA,3915,,KWAMBONAMBI
NDULI,6838,6835,CERES
NDULINDE,3803,,GINGINDLOVU
NDUMAKUDU,5120,,PORT ST JOHNS
NDUMO,3965,,MKUZE
NDUMO,3996,,JOZINI
NDUNDULU,3817,,ESHOWE
NDWEBU,3306,,HIGHFLATS
NDWEBU 1,3306,,HIGHFLATS
NDWEBU 2,3306,,HIGHFLATS
NDWEDWE,4342,,-
NEANDERTAL,0714,,POLOKWANE
NEAVE TSP,,6001,PORT ELIZABETH
NEAVE DGD,,6001,PORT ELIZABETH
NEBO,1059,,WITBANK
NEDERBURG,,7646,
NEDERBURGHOOGTE,,7646,PAARL
NEDERLANDPARK,,2351,ERMELO
NEEDS CAMP,5201,,EAST LONDON
NEILERSDRIF,8862,,-
NEL ACRES,1200,,NELSPRUIT
NELLMAPIUS,,0122,PRETORIA
NELLMAPIUS EXT 10,,0122,PRETORIA
NELLMAPIUS UIT 10,,0122,PRETORIA
NELLMAPIUS EXT 3,,0122,PRETORIA
NELLMAPIUS UIT 3,,0122,PRETORIA
NELLMAPIUS EXT 4,,0122,PRETORIA
NELLMAPIUS UIT 4,,0122,PRETORIA
NELLMAPIUS EXT 6,,0122,PRETORIA
NELLMAPIUS UIT 6,,0122,PRETORIA
NELLY,0648,,POTGIETERSRUS
NELSIG,,5860,PEARSTON
NELSONIA,,1961,MEYERTON
NELSPOORT,6973,6973,BEAUFORT WEST
NELSPRUIT,1200,1201,-
NELSPRUIT EXT,1200,1201,NELSPRUIT
NELSPRUIT UIT,1200,1201,NELSPRUIT
NELSPRUIT EXT 10,,1201,NELSPRUIT
NELSPRUIT UIT 10,,1201,NELSPRUIT
NELSPRUIT EXT 15,1200,1201,NELSPRUIT
NELSPRUIT UIT 15,1200,1201,NELSPRUIT
NELSPRUIT EXT 2,1200,1201,NELSPRUIT
NELSPRUIT UIT 2,1200,1201,NELSPRUIT
NELSPRUIT EXT 21,1200,1201,NELSPRUIT
NELSPRUIT UIT 21,1200,1201,NELSPRUIT
NELSPRUIT EXT 4,1200,1201,NELSPRUIT
NELSPRUIT UIT 4,1200,1201,NELSPRUIT
NELSPRUIT EXT 5,1200,1201,NELSPRUIT
NELSPRUIT UIT 5,1200,1201,NELSPRUIT
NELSPRUIT EXT 6,1200,1201,NELSPRUIT
NELSPRUIT UIT 6,1200,1201,NELSPRUIT
NELSPRUIT EXT 9,1200,1201,NELSPRUIT
NELSPRUIT UIT 9,1200,1201,NELSPRUIT
NELSPRUIT NORTH,1219,1201,-
NELSPRUIT-NOORD,1219,1201,-
NELSVILLE,,1201,NELSPRUIT
NELVERTON,5400,,TSOMO
NEMATO,6173,,PORT ALFRED
NEPON,,6625,OUDTSHOORN
NERINA,,7550,DURBANVILLE
NERISSA EST,,7780,LANSDOWNE
NERISSA LGD,,7780,LANSDOWNE
NESERHOF,,2571,KLERKSDORP
NETHERBY,3228,,IMPENDLE
NETREG,,7764,GATESVILLE
NEW BRIGHTON,7070,,VICTORIA WEST
NEW BRIGHTON,,5850,SOMERSET EAST
NEW BRIGHTON,,7000,DE AAR
NEW BRIGHTON,,5920,STEYNSBURG
NEW BRIGHTON,,5319,QUEENSTOWN
NEW BRIGHTON,,5100,MTHATHA
NEW BRIGHTON,,2196,JOHANNESBURG
NEW BRIGHTON,,5780,
NEW BRIGHTON,6200,6200,PORT ELIZABETH
NEW CANADA,,2093,JOHANNESBURG
NEW CENTRE,,2001,JOHANNESBURG
NEW CLYDESDALE,2245,,VAN DYKSDRIF
NEW COTTAGES,4156,4068,PHOENIX
NEW CROSS ROADS,,7750,NYANGA
NEW DAWN PARK,,4037,MARBLE RAY
NEW DAWN PARK,,6529,GEORGE
NEW DOORNFONTEIN,,2094,JOHANNESBURG
NEW EAST END,,9301,BLOEMFONTEIN
NEW EERSTERUS,0429,0429,HAMMANSKRAAL
NEW ERA,,1559,SPRINGS
NEW GERMANY,3620,3610,PINETOWN
NEW GREEN POINT,,7784,KHAYELITSHA
NUWE GROENPUNT,,7784,KHAYELITSHA
NEW HANOVER,3230,,DALTON
NEW HAVEN,4170,,UMKOMAAS
NEW HOPE TOWN,,6506,MOSSEL BAY
NEW HORIZON,,7100,EERSTE RIVER
NEW HORIZONS,6606,6600,PLETTENBERG BAY
NEW KABAH LOC,,6241,GAMBLEVILLE
NEW LOCATION,6255,,KLIPPLAAT
NUWE LOKASIE,6255,,KLIPPLAAT
NEW LOCATION,2380,,PIET RETIEF
NUWE LOKASIE,2380,,PIET RETIEF
NEW LOCATION,9400,9400,BRANDFORT
NUWE LOKASIE,9400,9400,BRANDFORT
NEW LOCATION,,9650,HEILBRON
NUWE LOKASIE,,9650,HEILBRON
NEW LOCATION,,9702,BETHLEHEM
NUWE LOKASIE,,9702,BETHLEHEM
NEW LOCATION,9950,9950,ZASTRON
NUWE LOKASIE,9950,9950,ZASTRON
NEW LOCATION,9944,9944,WEPENER
NUWE LOKASIE,9944,9944,WEPENER
NEW LOCATION,,6280,GRAAFF-REINET
NUWE LOKASIE,,6280,GRAAFF-REINET
NEW MACASSAR VILLAGE,,7130,SOMERSET WEST
NEW MACHAVIE,2529,,POTCHEFSTROOM
NEW MODDER,,1501,BENONI
NEW MUCKLENEUK,,0181,WATERKLOOF
NEW NEK,5100,,MTHATHA
NEW ORLEANS,,7646,PAARL
NEW PARK,,8301,KIMBERLEY
NEW PATENI,3782,,RICHMOND
NEW REDRUTH,,1449,ALBERTON
NEW REST,,5319,QUEENSTOWN
NEW STATE AREAS,,1559,SPRINGS
NEW TAFELSIG,,7785,MITCHELLS PLAIN
NEW TOWN,,5850,SOMERSET EAST
NEW TOWNSHIP,8301,8301,KIMBERLEY
NUWE DORPSGEBIED,8301,8301,KIMBERLEY
NEW VALE,,5319,QUEENSTOWN
NEW VILLAGE,1300,,BARBERTON
NEW VILLAGE EXT,1300,,BARBERTON
NEW VILLAGE UIT,1300,,BARBERTON
NEW VILLAGE EXT 1,1300,,BARBERTON
NEW VILLAGE UIT 1,1300,,BARBERTON
NEW WOODLANDS,,7785,MITCHELLS PLAIN
NEW YORK,,7646,PAARL
NEW ZWELETEMBA,,6850,WORCESTER
NEWARK,4480,,DARNALL
NEWCASTLE,2940,2940,
NEWCASTLE INDUSTRIAL AREA,2940,,NEWCASTLE
NEWCASTLE INDUSTRIELE GEBIED,2940,,NEWCASTLE
NEWCLAIRE,,7300,MALMESBURY
NEWCLARE,2112,2093,JOHANNESBURG
NEWFIELDS,,7764,GATESVILLE
NEWFIELDS,,7780,LANSDOWNE
NEWHCO,,7655,WELLINGTON
NEWHOLME,,3201,PIETERMARITZBURG
NEWLANDS,7725,7700,CAPE TOWN
NUWELAND,7725,7700,CAPE TOWN
NEWLANDS,5201,5219,EAST LONDON
NEWLANDS,0049,0181,PRETORIA
NEWLANDS,,2092,JOHANNESBURG
NEWLANDS,,6970,BEAUFORT WEST
NEWLANDS,,4037,MARBLE RAY
NEWLANDS EAST,,4037,MARBLE RAY
NEWLANDS-OOS,,4037,MARBLE RAY
NEWLANDS EXT,,0181,PRETORIA
NEWLANDS UIT,,0181,PRETORIA
NEWLANDS EXT,,2092,JOHANNESBURG
NEWLANDS UIT,,2092,JOHANNESBURG
NEWLANDS EXT 1,0049,0181,PRETORIA
NEWLANDS UIT 1,0049,0181,PRETORIA
NEWLANDS EXT 2,0049,0181,PRETORIA
NEWLANDS UIT 2,0049,0181,PRETORIA
NEWLANDS EXT 9,0049,0181,PRETORIA
NEWLANDS UIT 9,0049,0181,PRETORIA
NEWLANDS HOSTEL,7750,7750,NYANGA
NEWLANDS WEST,,4037,MARBLE RAY
NEWLANDS-WES,,4037,MARBLE RAY
NEWMARKET,,1449,ALBERTON
NEWMARKET PARK,,1449,ALBERTON
NEWMARKET PARK EXT 1,,1449,ALBERTON
NEWMARKET PARK UIT 1,,1449,ALBERTON
NEWREST,4960,,BUTTERWORTH
NEWREST,,7750,GUGULETU
NEWTON,4380,,MAIDSTONE
NEWTON,8420,8420,POSTMASBURG
NEWTON,,8301,KIMBERLEY
NEWTON,,7655,WELLINGTON
NEWTON PARK,6055,6045,PORT ELIZABETH
NEWTOWN,4400,4399,TONGAAT
NEWTOWN,,4449,STANGER
NEWTOWN,2113,2001,JOHANNESBURG
NEWTOWN,4310,4309,INANDA
NEWTOWN,,5820,COOKHOUSE
NEWTOWN,,8190,CALVINIA
NEWTOWN,,5321,QUEENSTOWN
NEWTOWN,,6970,BEAUFORT WEST
NEWTOWN,,5720,FORT BEAUFORT
NEWTOWN C,4310,,INANDA
NEWTOWN SECTION A,4310,4032,INANDA
NEWTOWN SECTION B,4310,4309,INANDA
NEWTOWN SECTION C,4310,4309,INANDA
NEWVILLE,2114,,JOHANNESBURG
NGANGELIZWE,5100,5100,MTHATHA
NGCELWANE,5722,,-
NGCWANGUBA,5085,,MQANDULI
NGCWAZI,5708,,ALICE
NGEMA SECTION,,1431,KATLEHONG
NGILANYONI,4105,,UMBUMBULU
NGISANA,3000,,DUNDEE
NGOBI,0408,,TEMBA
NGOBOZI,4960,,BUTTERWORTH
NGODWANA,1209,,NELSPRUIT
NGOME,3111,,VRYHEID
NGONGOZAYO,4800,,BIZANA
NGONWENI,4310,,INANDA
NGONYAMA,5415,,LADY FRERE
NGONYAMENI,4741,,-
NGOQOKAZI,,4309,INANDA
NGOZI,5137,,-
NGQELENI,5140,5140,-
NGQESHO,,6166,BATHURST
NGQUBUSINI,5170,,TSOLO
NGQUNGQU,5081,,MQANDULI
NGQUTURA,5000,,IDUTYWA
NGQWARU,5400,,TSOMO
NGQWATHA,9535,,EDENVILLE
NGUGA,3227,,IMPENDLE
NGULA,3378,,LADYSMITH
NGUNI SECTION,,1475,RUSLOO
NGWABE,1058,,SEKHUKHUNE
NGWANAMAYA,0734,,THOLONGWE
NGWANE,5000,,-
NGWARITSI,1059,,NEBO
NGWEDING,0399,,SAULSPOORT
NGWELEZANA,3880,,EMPANGENI
NGWENGWENI,3855,,NKANDLA
NGWENYATHI,5221,5221,MDANTSANE
NGXABANGU,5380,,COFIMVABA
NGXAKAZA,5609,,-
