Town,Box code,Street code,City
MEREDALE UIT 2,,2091,JOHANNESBURG
MEREDALE EXT 28,,2091,JOHANNESBURG
MEREDALE UIT 28,,2091,JOHANNESBURG
MEREDALE EXT 4,,2091,JOHANNESBURG
MEREDALE UIT 4,,2091,JOHANNESBURG
MEREDALE EXT 6,,2091,JOHANNESBURG
MEREDALE UIT 6,,2091,JOHANNESBURG
MEREDALE EXT 7,,2091,JOHANNESBURG
MEREDALE UIT 7,,2091,JOHANNESBURG
MEREDALE EXT 9,,2091,JOHANNESBURG
MEREDALE UIT 9,,2091,JOHANNESBURG
MEREWENT,,4052,DURBAN
MERITING,9323,9323,KAGISANONG
MERLEWOOD,4240,,PORT SHEPSTONE
MERRIESPRUIT,9433,9430,VIRGINIA
MERRIVALE,3291,3291,HOWICK
MERRIVALE HEIGHTS,,3291,MERRIVALE
MERRIVALEHOOGTE,,3291,MERRIVALE
MERROW DOWN,2021,,JOHANNESBURG
MERRYDALE,,7785,MITCHELLS PLAIN
MERRYDALE PARK,,7785,MITCHELLS PLAIN
MERWEVILLE,6940,,BEAUFORT WEST
MESSINA,0900,0900,-
MESSINA EXT,,0900,MESSINA
MESSINA UIT,,0900,MESSINA
METCALFE PARK,,4399,TONGAAT
METHA PARK,,4399,TONGAAT
METRO INDUSTRIAL TOWNSHIP,,7405,PAARDEN ISLAND
METSIMAHOLO,1995,,ORANJEVILLE
METSIMATSHO,9873,,DIKGAKENG
MEVAMHLOPHE,3880,,EMPANGENI
MEYERHOF,,7530,BELLVILLE
MEYERHOF,9660,9660,BOTHAVILLE
MEYERSDAL,1447,1448,ALBERTON
MEYERSPARK,0103,0184,PRETORIA
MEYERSPARK EXT 3,,0184,SILVERTON
MEYERSPARK UIT 3,,0184,SILVERTON
MEYERSPARK EXT 6,,0184,SILVERTON
MEYERSPARK UIT 6,,0184,SILVERTON
MEYERSPARK EXT 8,,0184,SILVERTON
MEYERSPARK UIT 8,,0184,SILVERTON
MEYERTON,1960,1961,-
MEYERTON EXT 3,,1961,MEYERTON
MEYERTON UIT 3,,1961,MEYERTON
MEYERTON EXT 6,,1961,MEYERTON
MEYERTON UIT 6,,1961,MEYERTON
MEYERTON PARK,,1961,MEYERTON
MEYERVILLE,2430,,STANDERTON
MFEKAYI,3960,,HLUHLUWE
MFOLOZI,3925,,MTUBATUBA
MFULA,5404,,TSOMO
MFULENI,,7100,EERSTE RIVER
MFULENI EXT 1,,7100,EERSTE RIVER
MFULENI UIT 1,,7100,EERSTE RIVER
MFULENI EXT 2,,7100,EERSTE RIVER
MFULENI UIT 2,,7100,EERSTE RIVER
MFULENI EXT 3,,7100,EERSTE RIVER
MFULENI UIT 3,,7100,EERSTE RIVER
MFULENI EXT 4,,7100,EERSTE RIVER
MFULENI UIT 4,,7100,EERSTE RIVER
MFULENI EXT 6,,7100,EERSTE RIVER
MFULENI UIT 6,,7100,EERSTE RIVER
MFUME,4160,,AMANZIMTOTI
MFUNDENI,5120,,PORT ST JOHNS
MFUNDISWENI,4812,4812,FLAGSTAFF
MFUNDO PARK,,1475,RUSLOO
MFUNDO PARK EXT 11,,1475,RUSLOO
MFUNDO PARK UIT 11,,1475,RUSLOO
MFUNDO PARK EXT 30,,1475,RUSLOO
MFUNDO PARK UIT 30,,1475,RUSLOO
MGANDUZWENI,1240,1240,WHITE RIVER
MGEZA,3935,,MTUBATUBA
MGODI,3227,,IMPENDLE
MGODINI,4810,,FLAGSTAFF
MGOJWENI,4827,,-
MGUBO,5100,,MTHATHA
MGWALANA,5050,,ENGCOBO
MGWALI,4934,4934,STUTTERHEIM
MGWENYANA,5120,,PORT ST JOHNS
MHINGA,,0976,MUTHATHI
MHLABA-CROSS,0878,,LETABA
MHLABAMNYAMA,5186,,QUMBU
MHLABOBOMVU,4820,,LUSIKISIKI
MHLAHLANE,5041,5041,WILLOWVALE
MHLAKULO,5116,,MTHATHA
MHLATUZANA,3814,,ESHOWE
MHLATUZE,3890,,
MHLUZI,1053,1055,MIDDELBURG
MHLUZI EXT,,1055,MIDDELBURG
MHLUZI UIT,,1055,MIDDELBURG
MHLUZI EXT 1,,1055,MIDDELBURG
MHLUZI UIT 1,,1055,MIDDELBURG
MHLUZI EXT 2,,1055,MIDDELBURG
MHLUZI UIT 2,,1055,MIDDELBURG
MHLUZI EXT 5,,1055,MIDDELBURG
MHLUZI UIT 5,,1055,MIDDELBURG
MHUBHENI,3310,,ESTCOURT
MICA,1382,,HOEDSPRUIT
MICHAELANGELO,2172,,SANDTON
MICHAUSDAL,5884,5880,CRADOCK
MICOR,,2092,JOHANNESBURG
MID ILLOVO,3750,,-
MID-ENNERDALE,,1830,ODIN PARK
MIDDELBURG,1050,1055,MPUMALANGA
MIDDELBURG,5900,5900,EASTERN CAPE
MIDDELBURG NORTH,1079,,MIDDELBURG
MIDDELBURG-NOORD,1079,,MIDDELBURG
MIDDELBURG SOUTH,,1055,MIDDELBURG
MIDDELBURG-SUID,,1055,MIDDELBURG
MIDDELPOS,8193,,CALVINIA
MIDDELPOS,,7395,SALDANHA
MIDDELVLEI,1764,1759,KOCKSVLEI
MIDDLEDRIFT,5685,,-
MIDDLETON,5810,,-
MIDDLETON,,7230,CALEDON
MIDHURST EST,,7806,CONSTANTIA
MIDHURST LGD,,7806,CONSTANTIA
MIDRAND,,1682,-
MIDRAND EXT 14,1685,1685,
MIDRAND UIT 14,1685,1685,
MIDRAND EXT 7,,1682,MIDRAND
MIDRAND UIT 7,,1682,MIDRAND
MIDRAND EXT 9,,1682,MIDRAND
MIDRAND UIT 9,,1682,MIDRAND
MIDROS,,5900,MIDDELBURG
MIDSTREAM ESTATE,1692,1692,HALFWAY HOUSE
MIDSTREAM LANDGOED,1692,1692,HALFWAY HOUSE
MIDVAAL,,1949,
MIDWAY,1816,1818,TSHIAWELO
MIEDERPARK,2527,2531,POTCHEFSTROOM
MIER,8811,,-
MIGA,2756,,-
MIGDOL,2775,,SCHWEIZER-RENEKE
MIGSON MANOR,1821,1833,LENASIA
MIKRO PARK,,7580,KUILS RIVER
MILBANK,3624,,PINETOWN
MILENIUM PARK,,5860,PEARSTON
MILKWOOD PARK,,7975,FISH HOEK
MILKWOODPARK,,7975,FISH HOEK
MILL HILL,2060,2191,BRYANSTON
MILL HILL EXT 2,2060,2191,BRYANSTON
MILL HILL UIT 2,2060,2191,BRYANSTON
MILL PARK,,6001,PORT ELIZABETH
MILL STREET,8010,,CAPE TOWN
MEULSTRAAT,8010,,CAPE TOWN
MILLARD GRANGE,,6001,PORT ELIZABETH
MILLER,6447,,WILLOWMORE
MILLERS POINT,7995,,SIMON'S TOWN
MILLSITE,,1759,RANDFONTEIN
MILNAVAIR,,7395,SALDANHA
MILNER EST,,5201,EAST LONDON
MILNER LGD,,5201,EAST LONDON
MILNERTON,7435,7441,CAPE TOWN
MILNERTON RIDGE,,7441,MILNERTON
MIMOSA,,7530,BELLVILLE
MIMOSA PARK,,1428,GERMISTON
MIMOSA PLACE,4153,,ISIPINGO
MINDALORE,,1739,KRUGERSDORP
MINDALORE EXT 1,,1739,KRUGERSDORP
MINDALORE UIT 1,,1739,KRUGERSDORP
MINDALORE EXT 3,,1739,KRUGERSDORP
MINDALORE UIT 3,,1739,KRUGERSDORP
MINDALORE EXT 4,,1739,KRUGERSDORP
MINDALORE UIT 4,,1739,KRUGERSDORP
MINDALORE EXT 8,,1739,
MINDALORE UIT 8,,1739,
MINDALORE NORTH,,1739,KRUGERSDORP
MINDALORE-NOORD,,1739,KRUGERSDORP
MINDALORE SOUTH,,1739,KRUGERSDORP
MINDALORE-SUID,,1739,KRUGERSDORP
MINERALIA,1050,1050,MIDDELBURG
MINERVA PARK,,5247,EAST LONDON
MINERWA GARDENS,,8345,MANKURWANE
MINNEBRON,1549,1541,BRAKPAN
MINT VILLAGE,,8301,KIMBERLEY
MIRAMAR,,6070,PORT ELIZABETH
MIRAVAAL,,1911,VANDERBIJLPARK
MISGUND,6440,,-
MISSION GROUND,,7130,SOMERSET WEST
MISSIONLANDS,4345,4339,VERULAM
MISSIONVALE,6001,6059,PORT ELIZABETH
MISTKRAAL,6121,,KIRKWOOD
MISTYMOUNT,5113,,MTHATHA
MITCHELL AVE,4276,,MANABA BEACH
MITCHELL VILLAGE,,4399,TONGAAT
MITCHELLS PLAIN,7789,7785,CAPE TOWN
MITCHELLS PLEIN,7789,7785,CAPE TOWN
MITHANAGAR,,4399,TONGAAT
MJALISWA,5160,,LIBODE
MJAMKULU,4964,,NDABAKAZI
MJANYANA,5008,,-
MJIKA,5100,,MTHATHA
MJOMLA,5090,,MOUNT FRERE
MJOZI,4803,,BIZANA
MKAMBATI,4814,,FLAGSTAFF
MKAMELA,4810,,FLAGSTAFF
MKEMANI,5088,,MOUNT FRERE
MKHAMBE GARDENS,,3370,
MKHAZANE,3838,,ULUNDI
MKHOBOZA,3887,,ESIKHAWINI
MKHUHLU,1246,,HAZYVIEW
MKOMBE,4960,,BUTTERWORTH
MKONDENI,3204,,PIETERMARITZBURG
MKONJANE,3007,,NQUTU
MKUZE,3965,,EMPANGENI
MKWAYI AREA,,6200,
MLALATI,5094,,MOUNT FRERE
MLALAZI,3814,,ESHOWE
MLAMBO,3975,,MKUZE
MLAMULA,3991,,-
MLENGANA,5120,,PORT ST JOHNS
MLUNGISI,5321,5321,QUEENSTOWN
MLUNGISI EXT,,5321,QUEENSTOWN
MLUNGISI UIT,,5321,QUEENSTOWN
MMABATHO,2735,2790,-
MMABATHO UNIT 1,,2790,-
MMABATHO UNIT 10,,2790,-
MMABATHO UNIT 11,,2790,-
MMABATHO UNIT 12,,2790,-
MMABATHO UNIT 13,,2790,-
MMABATHO UNIT 14,,2790,-
MMABATHO UNIT 15,,2790,-
MMABATHO UNIT 2,,2790,-
MMABATHO UNIT 3,,2790,-
MMABATHO UNIT 4,,2790,-
MMABATHO UNIT 5,,2790,-
MMABATHO UNIT 6,,2790,-
MMABATHO UNIT 7,,2790,-
MMABATHO UNIT 8,,2790,-
MMABATHO UNIT 9,,2790,-
MMABOI,0765,,POLOKWANE
MMAFEFE,0738,,POLOKWANE
MMAKAU,0194,,MABOPANE
MMAKAUNYANE,0207,,MABOPANE
MMAKGODU,0779,,SUPERBIA
MMAKUBJANE,0502,,TEMBA
MMAKWARA,0828,,BOCHUM
MMAMEHLABE,0865,,POLOKWANE
MMAMUTLE,8591,,TAUNG STATION
MMANKAIPAYA,2858,,MAFIKENG
MMASEBODULE,2885,2885,ZEERUST
MMATAU,2736,,MADIKWE
MMATLHWAELA,0503,,TEMBA
MMOROGONG,0379,,MOGWASE
MMOTLA,0407,,-
MMOTONG,0784,,SESHEGO
MMOTWANENG,1059,,NEBO
MMUTLANE,1128,,DRIEKOP
MNANDI,0149,0157,WIERDAPARK
MNANDI,,5850,SOMERSET EAST
MNANDI VILLAGE,6282,,ADENDORP
MNANDINI EXT 10,,1754,KAGISO
MNANDINI UIT 10,,1754,KAGISO
MNANDINI EXT 11,,1754,KAGISO
MNANDINI UIT 11,,1754,KAGISO
MNCEBA,5139,,-
MNCEDI,5400,,TSOMO
MNCOTSHO,5661,,-
MNENGA,5080,,MQANDULI
MNGADI,,1434,KWENZEKILE
MNGADI EXT 2,,1434,KWENZEKILE
MNGADI UIT 2,,1434,KWENZEKILE
MNGOMANZI,4960,,BUTTERWORTH
MNINGI,3880,,EMPANGENI
MNINI,4126,,ILLOVO BEACH
MNTAFUFU,5120,,PORT ST JOHNS
MNYIBASHE,4990,,NQAMAKWE
MOBA,3370,,LADYSMITH
MOBANTU,5100,,MTHATHA
MOBENI,4060,4052,DURBAN
MOBENI HEIGHTS,,4092,DURBAN
MOCHUD,,2745,MAFIKENG
MODABI SECTION,,1550,TSAKANE
MODDER EAST,,1559,SPRINGS
MODDER-OOS,,1559,SPRINGS
MODDER RIVER,8700,,KIMBERLEY
MODDERRIVIER,8700,,KIMBERLEY
MODDERBEE,1524,1501,BENONI
MODDERBEE PRISON,1526,,BENONI
MODDERDAM,,7490,LAVISTOWN
MODDERFONTEIN,1645,1609,EDENVALE
MODDERFONTEIN SIHS,2065,,JOHANNESBURG
MODDERFONTEIN KHW,2065,,JOHANNESBURG
MODDERKUIL,0318,,-
MODDERPOORT,9746,,LADYBRAND
MODDERSPRUIT,0274,,BRITS
MODELKLOOF,,3370,LADYSMITH
MODELPARK,,1034,WITBANK
MODIKOE,0300,,-
MODIKWE,0275,,BRITS
MODIMOLA,2766,,MAFIKENG
MODIMOLLE,0510,0510,NYLSTROOM
MODIMONG,8597,,TAUNG STATION
MODIMOSANA,2736,2736,MADIKWE
MODJADJI,0837,0837,-
MODULAR RANGE,8598,,-
MODULE,0356,,RUSTENBURG
MODUTUNG VILLAGE,8575,,MAGOGONG
MOEDWIL,0315,,RUSTENBURG
MOEKA,0440,,TEMBA
MOEMA,0504,,TEMBA
MOEMANENG,9610,9610,MARQUARD
MOERAS RIVER,6300,6300,HUMANSDORP
MOERASRIVIER,6300,6300,HUMANSDORP
MOETLADIMO,0891,0891,TRICHARDTSDAL
MOFFAT PLACE,6002,,
MOFFAT VIEW,,2197,JOHANNESBURG
MOFFAT VIEW EXT 4,,2197,JOHANNESBURG
MOFFAT VIEW UIT 4,,2197,JOHANNESBURG
MOFFAT VIEW EXT 5,,2197,JOHANNESBURG
MOFFAT VIEW UIT 5,,2197,JOHANNESBURG
MOFOKENG,0008,,ATTERIDGEVILLE
MOFOLO,,1852,MEADOWLANDS
MOFOLO CENTRAL,,1801,DUBE
MOFOLO NORTH,,1801,DUBE
MOFOLO-NOORD,,1801,DUBE
MOFOLO SOUTH,,1801,DUBE
MOFOLO-SUID,,1801,DUBE
MOFOLO VILLAGE,,1801,DUBE
MOGALADI,0786,,DENDRON
MOGALE CITY,1740,1739,
MOGANO,0766,,BOYNE
MOGANYAKA,0459,,MARBLE HALL
MOGASNE,2728,,-
MOGHUL PARK,,8301,KIMBERLEY
MOGODITSHANE,0372,,MOGWASE
MOGODUMO,0735,,POLOKWANE
MOGOGELO,0422,,-
MOGONO,0328,,RUSTENBURG
MOGOPENE,0873,,SHILUVANE
MOGWASE,0314,0314,RUSTENBURG
MOHADIN,,2531,POTCHEFSTROOM
MOHANENG SECTION,,1431,KATLEHONG
MOHLAHLARENG,0860,,TZANEEN
MOHLAKENG,1766,1759,RANDFONTEIN
MOHLAKENG EAST,,1759,MOHLAKENG
MOHLAKENG-OOS,,1759,MOHLAKENG
MOHLAKENG EAST EXT,,1759,MOHLAKENG
MOHLAKENG-OOS UIT,,1759,MOHLAKENG
MOHLAKENG EXT,,1759,MOHLAKENG
MOHLAKENG UIT,,1759,MOHLAKENG
MOHLAKENG EXT 3,1766,1759,MOHLAKENG
MOHLAKENG UIT 3,1766,1759,MOHLAKENG
MOHLAKENG EXT 4,,1759,MOHLAKENG
MOHLAKENG UIT 4,,1759,MOHLAKENG
MOHLAKENG EXT 5,,1759,MOHLAKENG
MOHLAKENG UIT 5,,1759,MOHLAKENG
MOHLAKENG EXT 7,,1759,MOHLAKENG
MOHLAKENG UIT 7,,1759,MOHLAKENG
MOHLODI,1074,,WITBANK
MOHWABATSANA,4770,,MOUNT FLETCHER
MOIKOTSO,,2740,LICHTENBURG
MOILETSWANE,0203,,-
MOKAMOLE,0633,,POTGIETERSRUS
MOKGALWANA,0371,,MOGWASE
MOKGAOTSISTAT,2854,2854,MADIKWE
MOKGATLHA,2848,2848,MADIKWE
MOKGOKONG,0751,,SESHEGO
MOKGOLA,2869,,-
MOKGOPHONG,0564,,NABOOMSPRUIT
MOKGWATI,0861,,TZANEEN
MOKODUMELA,9868,9868,WITSIESHOEK
MOKOMENE,0811,,-
MOKOPANE,0600,0601,-
MOKOPANE WEST,0657,,POTGIETERSRUS
MOKOPANE-WES,0657,,POTGIETERSRUS
MOKWAKWAILA,0862,,GAKGAPANE
MOKWALLO,,9585,PARYS
MOKWATHI,0838,,GAKGAPANE
MOKWENA,9780,9775,GA-RAPULANA
MOLAPO,,1818,TSHIAWELO
MOLAPO EXT 2,,1818,TSHIAWELO
MOLAPO UIT 2,,1818,TSHIAWELO
MOLAPO MATEBELE,0745,,CHUENESPOORT
MOLAPO VILLAGE,,1818,TSHIAWELO
MOLATEDI,2838,,MADIKWE
MOLDENVALE,5026,,CLARKEBURY
MOLEJIE,0709,,POLOKWANE
MOLEKETLA,0868,,TZANEEN
MOLELEKE EXT 3,,1434,KWENZEKILE
MOLELEKE UIT 3,,1434,KWENZEKILE
MOLELEKI,1437,1434,KATLEHONG
MOLELEKI EXT,1437,1434,KATLEHONG
MOLELEKI UIT,1437,1434,KATLEHONG
MOLELEMA,8586,,TAUNG STATION
MOLENDRIFT,6537,,GEORGE
MOLETLANE,0697,,POLOKWANE
MOLETSANE,,1868,KWAXUMA
MOLETSI,0709,,KOLOTI
MOLOPO,2751,,MAFIKENG
MOLOPO,8628,,
MOLOPO RIVER,8680,,VRYBURG
MOLOPORIVIER,8680,,VRYBURG
MOLORWE,0373,,-
MOLOTO,1029,,
MOLOTOTSI,0827,,GIYANI
MOLTENO,5500,5500,-
MOLTENO PARK,,7160,GRABOUW
MOLWENI,3653,,-
MOMBANE,3880,,EMPANGENI
MOMBENI,3814,,ESHOWE
MONAHENG SECTION,,1431,KATLEHONG
MONAKATO,0331,,RUSTENBURG
MONAKHI,0881,,POLOKWANE
MONAPHANSI,3867,,MTUNZINI
MONARCH,5100,,MTHATHA
MONAVONI,0149,0157,WIERDAPARK
MONDEOR,2110,2091,JOHANNESBURG
MONDEOR EXT 3,,2091,JOHANNESBURG
MONDEOR UIT 3,,2091,JOHANNESBURG
MONDEOR EXT 4,,2091,JOHANNESBURG
MONDEOR UIT 4,,2091,JOHANNESBURG
MONDEOR EXT 5,,2091,JOHANNESBURG
MONDEOR UIT 5,,2091,JOHANNESBURG
MONISE SECTION,,1434,KWENZEKILE
MONNAME,2783,,MAFIKENG
MONONONO,0358,,RUSTENBURG
MONONTSHA,9869,,WITSIESHOEK
MONOPOLY,5000,,IDUTYWA
MONSTERUS,1057,,-
MONT AUX SOURCES,3350,,BERGVILLE
MONTA VISTA,4146,,MALVERN
MONTAGU,6720,6720,-
MONTAGU VILLAGE,,7945,RETREAT
MONTAGU'S GIFTS,,7941,GRASSY PARK
MONTAGUE GARDENS,,7441,MILNERTON
MONTAGUE TUINE,,7441,MILNERTON
MONTANA,0151,0182,PRETORIA
MONTANA,,7000,DE AAR
MONTANA,,6830,WOLSELEY
MONTANA,,7490,MATROOSFONTEIN
MONTANA AH EXT 2,,0186,PRETORIA
MONTANA AH UIT 2,,0186,PRETORIA
MONTANA EXT 1,,0182,PRETORIA
MONTANA UIT 1,,0182,PRETORIA
MONTANA EXT 2,,0182,PRETORIA
MONTANA UIT 2,,0182,PRETORIA
MONTANA EXT 3,,0182,PRETORIA
MONTANA UIT 3,,0182,PRETORIA
MONTANA GARDENS,0159,0182,MONTANAPARK
MONTANAPARK,0159,0182,PRETORIA
MONTANAPARK EXT 1,0159,0182,MONTANAPARK
MONTANAPARK UIT 1,0159,0182,MONTANAPARK
MONTANAPARK EXT 12,0159,0182,MONTANAPARK
MONTANAPARK UIT 12,0159,0182,MONTANAPARK
MONTANAPARK EXT 13,0159,0182,MONTANAPARK
MONTANAPARK UIT 13,0159,0182,MONTANAPARK
MONTANAPARK EXT 17,0159,0182,MONTANAPARK
MONTANAPARK UIT 17,0159,0182,MONTANAPARK
MONTANAPARK EXT 20,0159,0182,MONTANAPARK
MONTANAPARK UIT 20,0159,0182,MONTANAPARK
MONTANAPARK EXT 21,0159,0182,MONTANAPARK
MONTANAPARK UIT 21,0159,0182,MONTANAPARK
MONTANAPARK EXT 23,0159,0182,MONTANAPARK
MONTANAPARK UIT 23,0159,0182,MONTANAPARK
MONTANAPARK EXT 24,0159,0182,MONTANAPARK
MONTANAPARK UIT 24,0159,0182,MONTANAPARK
MONTANAPARK EXT 26,0159,0182,MONTANAPARK
MONTANAPARK UIT 26,0159,0182,MONTANAPARK
MONTANAPARK EXT 3,0159,0182,MONTANAPARK
MONTANAPARK UIT 3,0159,0182,MONTANAPARK
MONTANAPARK EXT 30,0159,0182,MONTANAPARK
MONTANAPARK UIT 30,0159,0182,MONTANAPARK
MONTANAPARK EXT 31,0159,0182,MONTANAPARK
MONTANAPARK UIT 31,0159,0182,MONTANAPARK
MONTANAPARK EXT 33,0159,0182,MONTANAPARK
MONTANAPARK UIT 33,0159,0182,MONTANAPARK
MONTANAPARK EXT 40,0159,0182,MONTANAPARK
MONTANAPARK UIT 40,0159,0182,MONTANAPARK
MONTANAPARK EXT 42,,0182,MONTANAPARK
MONTANAPARK UIT 42,,0182,MONTANAPARK
MONTANAPARK EXT 5,0159,0182,MONTANAPARK
MONTANAPARK UIT 5,0159,0182,MONTANAPARK
MONTANAPARK EXT 71,0159,0182,MONTANAPARK
MONTANAPARK UIT 71,0159,0182,MONTANAPARK
MONTCLAIR,4061,4004,DURBAN
MONTCLAIR,,7130,SOMERSET WEST
MONTCLAIR,,7785,MITCHELLS PLAIN
MONTCLARE,,2092,JOHANNESBURG
MONTE BERTHA,,6810,PORTERVILLE
MONTE CARLO,4146,,MALVERN
MONTE VIDEO,,7490,MATROOSFONTEIN
MONTE VISTA,7463,7460,CAPE TOWN
MONTEBELO,3242,,OZWATINI
MONTEREY EST,,7806,CONSTANTIA
MONTEREY LGD,,7806,CONSTANTIA
MONTESEEL,3670,,-
MONTFORD,4132,4092,CHATSWORTH
MONTFORD MCP,4142,,CHATSWORTH
MONTGOMERY PARK,,2195,JOHANNESBURG
MONTPARK,,2195,-
MONTROSE,,3201,PIETERMARITZBURG
MONTROSE PARK,,7785,MITCHELLS PLAIN
MONTROUX,,2195,JOHANNESBURG
MONTSERRAT,,7130,SOMERSET WEST
MONTSHIWA,2737,2737,-
MONUMENT,,1739,KRUGERSDORP
MONUMENT EXT 1,,1739,KRUGERSDORP
MONUMENT UIT 1,,1739,KRUGERSDORP
MONUMENT HEIGHTS,,8301,KIMBERLEY
MONUMENTHOOGTE,,8301,KIMBERLEY
MONUMENTPARK,0105,0181,PRETORIA
MONUMENTPARK EXT 11,,0181,WATERKLOOF
MONUMENTPARK UIT 11,,0181,WATERKLOOF
MONUMENTPARK EXT 2,,0181,WATERKLOOF
MONUMENTPARK UIT 2,,0181,WATERKLOOF
MONUMENTPARK EXT 3,,0181,WATERKLOOF
MONUMENTPARK UIT 3,,0181,WATERKLOOF
MONUMENTPARK EXT 4,,0181,WATERKLOOF
MONUMENTPARK UIT 4,,0181,WATERKLOOF
MONUMENTPARK EXT 5,,0181,WATERKLOOF
MONUMENTPARK UIT 5,,0181,WATERKLOOF
MONUMENTPARK EXT 7,,0181,WATERKLOOF
MONUMENTPARK UIT 7,,0181,WATERKLOOF
MONUMENTPARK EXT 8,,0181,WATERKLOOF
MONUMENTPARK UIT 8,,0181,WATERKLOOF
MONYAKENG,9682,9682,WESSELSBRON
MONYWANENG,0767,,LONSDALE
MONZ,0617,,REBONE
MOODIEHILL,2057,,BRYANSTON
MOOI RIVER,3300,,ESTCOURT
MOOIRIVIER,3300,,ESTCOURT
MOOIBANK,,2531,POTCHEFSTROOM
MOOIGEZIGHT,,7530,BELLVILLE
MOOIKLOOF,0059,0081,PRETORIA
MOOILEK,0749,,ATOK
MOOILYK,0866,,POLOKWANE
MOOINOOI,0325,0325,-
MOOIPLAAS,5288,,EAST LONDON
MOOIUITSIG,,7230,CALEDON
MOOIVALLEIPARK,,2531,POTCHEFSTROOM
MOOIVERWACHT,,7530,BELLVILLE
MOOIWATER,,1911,VANDERBIJLPARK
MOOKETSI,0825,0825,POLOKWANE
MOOKGOPHONG,0560,,-
MOOLMAN,2387,,PIET RETIEF
MOORE ROAD,4083,,DURBAN
MOORREESBURG,7310,7310,-
MOORTON,4087,4092,CHATSWORTH
MOOT,,0084,PRETORIA
MOPANE,0925,0925,LOUIS TRICHARDT
MOPELI,,1431,KATLEHONG
MOPHELA,3700,,HAMMARSDALE
MOPHOSA,9463,,MOTSETHABONG
MORABI,0768,,POLOKWANE
MOREGLOED,,0186,PRETORIA
MOREGLOED,,0699,POLOKWANE
MOREGROVE,,6025,PORT ELIZABETH
MOREHILL,,1501,BENONI
MOREHILL EXT 1,,1501,BENONI
MOREHILL UIT 1,,1501,BENONI
MOREHILL EXT 2,,1501,BENONI
MOREHILL UIT 2,,1501,BENONI
MOREHILL EXT 6,,1501,BENONI
MOREHILL UIT 6,,1501,BENONI
MOREHILL EXT 8,,1501,BENONI
MOREHILL UIT 8,,1501,BENONI
MORELETA PLAZA,0167,0181,PRETORIA
MORELETA RIDGE,0044,0181,MORELETAPARK
MORELETARIF,0044,0181,MORELETAPARK
MORELETA VILLAGE,0097,,PRETORIA
MORELETAPARK,0044,0181,PRETORIA
MORELETAPARK EXT 1,0044,0181,MORELETAPARK
MORELETAPARK UIT 1,0044,0181,MORELETAPARK
MORELETAPARK EXT 17,0044,0181,MORELETAPARK
MORELETAPARK UIT 17,0044,0181,MORELETAPARK
MORELETAPARK EXT 19,0044,0181,MORELETAPARK
MORELETAPARK UIT 19,0044,0181,MORELETAPARK
MORELETAPARK EXT 2,0044,0181,MORELETAPARK
MORELETAPARK UIT 2,0044,0181,MORELETAPARK
MORELETAPARK EXT 20,0044,0181,MORELETAPARK
MORELETAPARK UIT 20,0044,0181,MORELETAPARK
MORELETAPARK EXT 21,0044,0181,MORELETAPARK
MORELETAPARK UIT 21,0044,0181,MORELETAPARK
MORELETAPARK EXT 24,0044,0181,PRETORIA
MORELETAPARK UIT 24,0044,0181,PRETORIA
MORELETAPARK EXT 27,0044,0181,MORELETAPARK
MORELETAPARK UIT 27,0044,0181,MORELETAPARK
MORELETAPARK EXT 30,0044,0181,MORELETAPARK
MORELETAPARK UIT 30,0044,0181,MORELETAPARK
MORELETAPARK EXT 31,,0081,MORELETAPARK
MORELETAPARK UIT 31,,0081,MORELETAPARK
MORELETAPARK EXT 4,0044,0181,MORELETAPARK
MORELETAPARK UIT 4,0044,0181,MORELETAPARK
MORELETAPARK EXT 41,0044,0181,MORELETAPARK
MORELETAPARK UIT 41,0044,0181,MORELETAPARK
MORELETAPARK EXT 42,0044,0181,MORELETAPARK
MORELETAPARK UIT 42,0044,0181,MORELETAPARK
MORELETAPARK EXT 49,0044,0181,MORELETAPARK
MORELETAPARK UIT 49,0044,0181,MORELETAPARK
MORELETAPARK EXT 50,0044,0181,MORELETAPARK
MORELETAPARK UIT 50,0044,0181,MORELETAPARK
MORELETAPARK EXT 52,,0081,MORELETAPARK
MORELETAPARK UIT 52,,0081,MORELETAPARK
MORELETAPARK EXT 70,,0181,MORELETAPARK
MORELETAPARK UIT 70,,0181,MORELETAPARK
MORELETAPARK EXT 9,0044,0181,MORELETAPARK
MORELETAPARK UIT 9,0044,0181,MORELETAPARK
MORELIG,,9701,BETHLEHEM
MORESKOF,9462,9459,WELKOM
MORESON,,6130,PATERSON
MORESON,,6705,ROBERTSON
MORESON,,5950,NOUPOORT
MORESTOND,,6670,RIVERSDALE
MORET,,2194,JOHANNESBURG
MORET EXT 1,,2194,JOHANNESBURG
MORET UIT 1,,2194,JOHANNESBURG
MORET EXT 3,,2194,JOHANNESBURG
MORET UIT 3,,2194,JOHANNESBURG
MORET EXT 5,,2194,JOHANNESBURG
MORET UIT 5,,2194,JOHANNESBURG
MOREWAG,,9499,KROONSTAD
MORGANRIDGE,,1459,BOKSBURG
MORGANRIDGE EXT 2,,1459,BOKSBURG
MORGANRIDGE UIT 2,,1459,BOKSBURG
MORGANS BAY,5292,,EAST LONDON
MORGANSBAAI,5292,,EAST LONDON
MORGENSTER,,7785,MITCHELLS PLAIN
MORGENSTER,,7560,BRACKENFELL
MORGENZON,2315,,-
